Artist_Accession_Number,Name,DOB,DOD,Gender,Notes,File,Slides,Video(s),Resume/Vita,Artist_Statement,Gallery_Notice,Review,Article,Poster,Folio,CD-ROM,Correspondance,Library_Exhibit,,
8379,"Worthington, Ethel",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8381,"Wozniak, Joey",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8382,"Woznicka, Violetta",1968,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8383,"Wozny, Stephen",NULL,NULL,M,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
10858,"Wriddley, Dwayne",NULL,NULL,M,NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,,
9846,"Wright, Colette",NULL,NULL,F,"Artemisia Gallery: June 8 - July 28, 1984",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10303,"Wright, Izola",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,,
11208,"Rappaport, Mat",NULL,NULL,M,"DVD; Oversized drawer; CD-ROM ""Matt Rappaport""",1,0,1,1,1,0,0,1,1,0,1,0,0,,
11690,"Wright, Jimmy",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8386,"Wright, John Heritage",1915,2001,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8388,"Wright, Nathan",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12816,"Wright, Patricia A.",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,1,0,,
8389,"Wright, Pier",NULL,NULL,M,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,0,0,,
8391,"Wright Rivers, Lucy Ruth",NULL,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
10722,"Wright, Arthur",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8384,"Wright, Charles E.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8390,"Wright, Redmond Stephens",1903,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8392,"Wright, Robert",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8394,"Wright, Wally",1941,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8395,"Wrightson, Hay Stanley",NULL,NULL,M,"Live in Wilmette (?); Court photographer to Britain's Royal Family; Music Information Dept has a file on him which was contributed by his brother, Herbert Wrightson (Organist/Composer)",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8396,"Wroblewski, Daniel",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8397,"Wrona, Jeffrey",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8398,"Wrubel, Faye",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9379,"Wu, Yeongchi",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8400,"Wuertz, Emil H. (or Wuerst, Wuerz)",1856,1898,M,"Born in Germany; lost at see on ""Bourgogne""; Worlds Columbian Exposition",1,0,0,0,0,1,0,0,0,0,0,0,0,,
10874,"Wust, Theodore L.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8947,"Wyckoff, Michele",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8401,"Wyder-Harshman, Elaine",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10639,"Wyke, Isaac Fosl-Van",NULL,NULL,M,NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,,
6446,"Rehberger, Gustav",1910,1995,M,"See two binders in Archive. CD-ROM ""Gustav Rehberger 1910-1995""s & DVD.Art & Music Performances",1,0,0,1,0,1,0,1,0,1,1,1,0,,
10632,"Robertson, Cole",NULL,NULL,M,"CD-ROM ""Cole Robertson 2012 CAAP""",1,0,0,1,1,1,0,0,0,0,1,0,0,,
9360,"Rubin, Marci",NULL,NULL,F,"Vegan Gallery, 1526 South Wabash; CD-ROM",1,0,0,1,1,1,0,1,0,0,1,1,0,,
10425,"Schuler, Rene Romero",NULL,NULL,NULL,"CD-ROM ""10/14/2010""",1,0,0,0,0,1,0,1,0,0,1,0,0,,
8404,"Wynn, Jeremiah",1974,NULL,NULL,Brother of DeShaon and Abraham Wynn,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8403,"Wynn, DeShon",1976,NULL,M,Brother of Abraham and Jeremiah Wynn,1,0,0,0,0,0,0,0,0,0,0,0,0,,
8402,"Wynn, Abraham",1970,NULL,M,Brother of DeShon and Jeremiah Wynn,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8405,"Wynsma, Kenneth",1930,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8406,X-Girlfriends,NULL,NULL,NULL,"Art collective active since 1987; Guerilla art movement concerned with political and social agendas. Filed under ""The.""     See: Kulov, Dean; Marshall, Paul",1,1,0,0,0,1,0,0,0,0,0,0,0,,
9162,"Xiao, Peter Tong",NULL,NULL,M,"Chicago Artists' Coalition\nPETER TONG XIAO, American, Born in Beijing, China 1025 23rd Street Rock Island, IL 61201, USA Studio (309) 794-1206; Office (309) 794-7172; Email: arxiao@augustana.edu",1,1,0,0,0,0,0,0,0,0,0,0,0,,
11767,"Xie, Jiankun",NULL,NULL,NULL,"CD-ROM ""2012 CAAP Grant""",1,0,0,1,1,1,0,0,0,0,1,1,0,,
10322,"Yacapraro, Rachel",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,1,0,,
11840,"Sebanc, Robert",NULL,NULL,M,"CD-ROM ""CAAP 2012 Application""",1,0,0,0,1,1,0,0,0,0,1,0,0,,
8410,"Yamada, Takeshi",1960,NULL,M,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
8411,"Yamashita, Sachio",1933,NULL,M,Born in Japan,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8412,"Yampolsky, Mariana",1925,2002,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
10101,YAMS ONE,NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8419,"Yates, Brian",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8420,"Yau, Victoria",1939,NULL,F,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
8422,"Yaworsky, Evan",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
11179,"Yanagisawa, Jim",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8413,"Yancey, John",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11884,"Yang, Andrew",NULL,NULL,M,"Exhibt MCA, 2016",1,0,0,0,0,1,0,1,0,0,0,0,0,,
8414,"Yaniv-Richter, Daniela",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8415,"Yanul, Thomas",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8416,"Yarbrough, Dan",NULL,NULL,M,"Sculpture Chicago: August 26 - September 30, 1983",1,0,0,0,0,1,0,1,0,0,0,0,0,,
8417,"Yaross, Barbara",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8418,"Yasko, Caryl",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8423,"Yazar, Pelin",1969,NULL,M,Born in Turkey,1,0,0,1,0,1,0,0,0,0,0,0,0,,
11457,"Yeapanis, Stacia",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
7051,"Segami, Amy Lee",NULL,NULL,F,"Suminagashi - literally, ""Flowing Ink,"" a process similar to paper marbling; see Fine Arts Building; Chicago Artists' Coalition; audio tape; CD-TOM VHS 3223",1,1,1,1,1,1,0,1,0,1,1,1,0,,
10697,"Yee, Mark",NULL,NULL,M,Exhibit at HWLC May 2015 - Woodson May 2013,1,0,0,1,1,1,0,0,0,0,0,0,1,,
8424,"Yegudin, Lubov",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8425,"Yelich, George",1926,NULL,M,VPA Slide Collection,1,1,0,1,0,0,0,1,0,0,0,0,0,,
7273,"Sikes, Brian P.",1956,NULL,M,"VPA Slide Collection  Cd-ROMs ""Brian Sikes - CTA Arts in Transit January 2006"" ""Brian P. Sikes Artist Registry Aug 25, 2008"" - Mural at Chicago Heights Branch Library 2003",1,1,0,1,1,1,0,1,0,0,1,1,0,,
11888,"Stransky, Lynn",1987,NULL,F,"CD-ROM "" 2012 CAAP""",1,0,0,1,1,1,0,0,0,0,1,0,0,,
10304,"Yeo, Hyeonkyeong",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
10726,"Yeo, Tze Qing",1992,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
7720,"Sumichrast, Jozef",1948,NULL,M,Oversize Drawer; CD-ROMS\nVPA Slide Collection,1,1,0,1,1,1,0,1,1,0,1,1,0,,
11729,"Yepa-Pappan, Debra",NULL,NULL,F,Exhibit HWLC,1,0,0,0,0,1,0,0,0,0,0,0,1,,
8426,"Yerby, Johanna",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9539,"Yerkes, Mary Agnes",1886,1989,F,NULL,1,0,0,1,0,1,0,1,0,0,1,1,0,,
11900,"Thorkelson, Ruby",NULL,NULL,F,"CD-ROM ' CAAP 2012"" "" Previoult Funded CAAP 2010""",1,0,0,1,1,0,0,0,0,0,1,0,0,,
8427,"Ying, Sue",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8428,"Yioussis, George",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9903,"Yonke, Angela",NULL,NULL,F,"Around the Coyote Gallery: December 1-22, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8435,"Yoo, Debra",1955,NULL,F,"Died Bethlehem, PA;",1,0,0,1,1,1,0,0,0,0,0,0,0,,
10250,"Yood, James",NULL,NULL,M,NULL,1,0,0,1,0,0,0,1,0,0,0,0,0,,
8436,"Yoon, One Danny",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9194,"Yoon, Sonia S.",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8437,"York, Tom",NULL,NULL,M,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,,
8946,"Yorke, Jennifer",NULL,NULL,F,NULL,1,0,0,1,1,1,0,1,0,0,0,1,0,,
8612,"Todd, David P.",1956,NULL,M,VPA Slide Collection  -,1,1,0,1,1,0,0,0,0,0,0,0,0,,
8431,"Yochim, Maurice",1908,1988,NULL,WPA Artist; Born in Ukraine - Husband of Louise Dunn Yochim,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8909,"Yoes, Amy",1959,NULL,F,"Born in Heidelberg, Germany; NIU Art Museum: January 13 - February 18, 1995 - McKinley Branch - Mural",1,1,0,1,1,1,0,1,0,0,0,0,0,,
10369,"Yokoo, Kris",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12983,Younger Gallery,NULL,NULL,NULL,"CD-ROM "" Younger Gallert Documents 1980-1983""",1,0,0,0,0,0,0,0,0,0,1,0,0,,
8433,"Yokozawa, Yoshio",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10888,Yong Hyun Chung,NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
9648,"Yoshida, Donald",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11407,"Younger, Rebekah",NULL,NULL,F,"CD-ROM ""R. younger Art Files 1980-2014""",1,0,0,0,0,1,0,1,0,0,1,0,0,,
8438,"Yoshida, Ray",1930,2009,M,Born in Hawaii; VPA Slide Collection,1,1,0,1,0,1,0,1,0,0,0,0,0,,
11374,"Yoshimura, Mary Lin",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
11683,"Yothers, Dillon",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11092,You Are Beautiful,NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
199,"Arceo, Rene Hugo",1959,NULL,M,"See the binder located in the cabinet with images, flyers, resume, slides, etc.",1,1,0,1,0,1,0,0,0,1,0,0,0,,
8441,"Young, Andrew",NULL,NULL,M,Andy,1,0,0,0,0,1,0,1,0,0,0,0,0,,
10715,"Young, Avery R.",NULL,NULL,M,Oversize Drawer;,1,0,0,1,0,1,0,0,1,0,0,1,0,,
9826,"Young, Derricka",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8442,"Young, Elizabeth",1866,1952,F,WPA Artist,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8655,"Traub, Charles H.",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8450,"Younglove, Jodi",1973,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8451,"Younker, Richard",NULL,NULL,M,Patient of Dr. Bruno Bettleheim's Orthogenic Schl.,1,0,0,0,1,0,0,1,0,0,0,0,0,,
8452,"Yourist, Jan",1950,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8443,"Young, Gertrude Yates",NULL,NULL,F,Female; oil intaglio prints,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8445,"Young, Joseph",NULL,NULL,M,"Born Chicago, IL",1,0,0,1,0,0,0,0,0,0,0,0,0,,
8446,"Young, Michael",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
9051,"Young, Rick",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8449,"Young, William Mark",NULL,NULL,M,Century of Progress,1,0,0,0,0,1,0,1,0,0,0,0,0,,
10851,"Roller, Robin",NULL,NULL,F,Binder in cabinet includes slides,1,0,0,0,0,0,0,0,0,1,0,0,0,,
10687,"Young, Un Song",NULL,NULL,NULL,Exhibit Bezazian Branch May 2013,1,0,0,0,0,1,0,0,0,0,0,0,1,,
8453,"Yovovich, Noel",NULL,NULL,F,VPA Slide Collection,1,1,0,1,0,0,0,1,0,0,0,0,0,,
10586,"Yu, Angela",NULL,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8454,"Yudkowsky, Jeff",NULL,NULL,M,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,,
8455,"Zack, Bonnie",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8456,"Zadak, Jason",1972,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8457,"Zadeikis, Donatas",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8458,"Zaharoff, Mariana",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8460,"Zak, Marilyn",1947,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10875,"Zakharov, Feodor",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8462,"Zakoian, Paul",NULL,NULL,M,Leader of beginners at the Contemporary Art Workshop,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8463,"Zakusilo, Eugene",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8465,"Zallman, Toby Benkin",1952,NULL,F,"VPA Slide Collection; Artemisia Gallery: June 8 - July 28, 1984; ARC Gallery: December 2-31, 1983; Gallery 312; see Artemisia Gallery in Oversize Drawer; CD-ROM",1,1,0,1,1,1,0,1,1,0,1,0,0,,
10180,"Zaluzec, Pete",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8467,"Zamora, Anthoni",1909,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9299,"Zamudio, Dan",NULL,NULL,M,Also see Julie Sulzen;,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9531,"Zanic, Ana",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,1,0,,
8469,"Zann, Arnold",NULL,NULL,M,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
8470,"Zanzi, Jim (James)",NULL,NULL,M,VPA Slide Collection,1,1,0,1,0,1,0,1,0,0,0,0,0,,
8471,"Zapata, Alma",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8472,"Zapkus, Kestutis",1938,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8473,"Zar, Debra",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8474,"Zarbin-Byrne, Donna",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8475,"Zaremba, Michael",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12984,"Kinoshita, George",NULL,NULL,M,original photographs in cabinet,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8476,"Zarlenga, Angelico (Rev.) O.P.",1919,1986,M,Religious art  aka. Rinaldo Angelico Zarlenga,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8477,"Zarof, Jule",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8478,"Zaroff, Tom",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9664,"Zbiral, Jerry",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8479,"Zebrun, Cameron",1955,NULL,M,VPA Slide Collection,1,1,0,1,0,1,0,1,0,0,0,0,0,,
12985,"Charles, Michael Ray",NULL,NULL,M,NC999.4.C43A4 1997 (2 copies),1,0,0,0,0,0,0,0,1,0,0,0,0,,
10688,"Zee, Stella",NULL,NULL,F,Exhibit Sulzer May 2013,1,0,0,0,1,1,0,0,0,0,0,0,1,,
8480,"Zeeler, Joseph",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8481,"Zehner, Aloise Aigner",1914,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8482,"Zehner, Theodore",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8485,"Zelinsky, Paul",1953,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8486,"Zellman, Buffy",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8494,Zhou Brothers,NULL,NULL,M,Born in China; Suite Home Chicago; Shan Zuo & DaHuang Zhou- Video2356,1,0,1,0,0,1,0,1,0,0,0,0,0,,
8497,"Ziad, Sonia",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8487,"Zeno, Albert",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
10141,"Zerbe, Jay",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,,
1370,"Cohen, Fred",1937,NULL,M,original photographs in cabinet,1,0,0,1,1,1,0,1,0,0,0,1,0,,
8488,"Zerkel, Mary",NULL,NULL,F,VPA Slide Collection - Video 3245,1,1,1,1,0,1,0,1,0,0,0,0,0,,
8489,"Zetler (Zettler), Emil Robert",1878,1946,M,"Born Karlsruhe, Germany; Designed the commemorative medal for the Century of Progress 1933",1,0,0,0,0,1,0,1,0,0,0,0,0,,
8491,"Zgoda, Larry",1950,NULL,M,Public Art - Logan Square Branch - Stained Glass,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8492,"Zhao, Wei Liang",1944,NULL,M,Born in China; VPA Slide Collection,1,1,0,1,0,1,0,0,0,0,0,1,0,,
8484,"Zelazny, Mary Lou",1956,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8498,"Zic, Zivko",1924,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8499,"Ziccardi, Jill",NULL,NULL,F,Gallery 312,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9689,"Ziegler, Scott J.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8501,"Zielinski, John",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8502,"Ziembo, Daniel L.",1941,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9769,"Zieverink, Steve",NULL,NULL,M,"Byron Roche Gallery: March 17- April 21, 2006",1,0,0,0,0,1,0,0,0,0,0,0,0,,
8504,"Zima, Bill",NULL,NULL,M,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,0,0,,
8506,"Zimmerman, David",1957,NULL,M,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
10489,"Biegel, C.",NULL,NULL,NULL,Oversize Drawer - original print,1,0,0,0,0,0,0,0,1,0,0,0,0,,
1868,"Draves, John L.",1940,2003,M,John Lynch Draves\nLinoleum block print in Oversize Drawer\nJohn Lynelle Draves,1,0,0,1,0,1,0,1,1,0,0,0,0,,
2467,"Galindo, J. Alex",1959,NULL,M,"Oversize Drawer. (original photographs)  HWLC Public Art Collection; Near Northwest Arts Council Gallery: May 4 - June 30,1990",1,0,0,1,0,1,0,0,1,0,0,0,0,,
10077,"Minh, Vankao",NULL,NULL,M,Oversize Drawer,1,0,0,0,0,0,0,0,1,0,0,0,0,,
10457,Peace Prophet,NULL,NULL,NULL,Oversize Drawer - original watercolor,1,0,0,0,0,0,0,0,1,0,0,0,0,,
8508,"Zimmerman, Marilyn",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8509,"Zimmerman, Suan",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8518,"Zlatos, Emil",1908,2002,M,Art Director for the Chicago Sun Times,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8519,"Zlotkowski, Mark",NULL,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8520,"Znamirowski, Tim",1947,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
9053,"Zoghlin, Ryan",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8521,"Zolla, Robert",1912,1999,M,Gallery owner - Zolla-Lieberman Gallery,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8528,"Zucker, Joseph",1941,NULL,M,"Born Chicago, IL; Walker Art Center - 12 Chicago Artists",1,0,0,0,0,1,0,1,0,0,0,0,0,,
10514,"Zimpel, Jim",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8511,"Zinner, Nicholas",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8512,"Zinngrabe, Sue",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8513,"Ziolkowski, Joseph",1960,NULL,M,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,1,0,,
8514,"Zirbel, Frank Joseph",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8515,"Ziroli, Andrew",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8516,"Ziroli, Angelo Gerardo",1899,1948,M,Born in Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8522,"Zollo, Debbie F.",NULL,NULL,F,VPA Slide Collection,1,1,0,1,1,0,0,0,0,0,0,0,0,,
8523,"Zoodedoo, Kristine",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11420,Zor Zor Zor,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,1,0,0,0,0,0,,
8524,"Zorko, Kathleen",1952,NULL,F,VPA Slide Collection,1,1,0,1,0,1,0,0,0,0,0,0,0,,
8525,"Zost, Joslyn",1960,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9654,"Zschunke, Lisa",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10382,"Zuberi, Jabari",NULL,NULL,M,Oversize Drawer,1,0,0,0,0,1,0,0,1,0,0,0,0,,
8527,"Zubrzycki, Paul",1945,NULL,M,"2226 S. Marshall Blvd, Chicago, IL 60623; Clothes-Pin Man",1,0,0,0,0,1,0,1,0,0,0,0,0,,
12501,"Zuckerman, B. Ullrich",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8529,"Zuckerman, Rachel Baron",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10278,"Zuckerman-Hartung, Molly",NULL,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
10967,"Zuelsdorf, Viriginia",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10563,"Zuiderweg, Mieke",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8530,"Zukotynski, Thaddeus",1860,1910,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11212,"Zuniga, George",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8532,"Zupanc, Terri",NULL,NULL,F,"VPA Slide Collection; Landscapes; Gallery A: June 7- July 6,1996",1,1,0,1,0,1,0,1,0,0,0,0,0,,
11634,"zur Loye, Toby",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8533,"Zurawski, Paul",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9392,"Zviedris, Vidvuds",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8535,"Zwick, David",1925,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
7440,"Sokol, Tom",NULL,NULL,M,Oversize Drawer - original photograph,1,0,0,0,0,0,0,0,1,0,0,0,0,,
8537,"Zwierzynski, Mirtes",NULL,NULL,F,"Born Sao Paulo, Brazil; Chicago Artists' Coalition; Slide with C. Weiss; slides with Sykes",1,1,0,1,1,1,0,1,0,0,0,0,0,,
8538,"Zygadlo, Louis",NULL,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8539,"Zylke, Jill",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
7622,"Stevens, Jane Alden",NULL,NULL,F,"VPA Slide Collection; VPA Video Colletion; ARC Gallery: December 2-31, 1983; Oversize Drawer",1,1,1,1,0,1,0,1,1,0,0,0,0,,
9780,"Maier, Vivian",1926,2009,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
5721,"Oresky, Melissa",1974,NULL,F,NULL,1,1,0,1,1,1,0,1,0,0,0,0,0,,
9547,"Walter, Steve",NULL,NULL,M,limited edition print,1,0,0,0,0,0,0,1,1,0,0,0,0,,
11766,"Alprin, Rebecca Anne",NULL,NULL,NULL,aka: Becky,1,0,0,1,0,1,0,0,0,0,1,1,0,,
10584,"Norton, Heidi",1977,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
